Inferred	Reused	MQ_Reset_Reval	EQ_Reset_Reval	MQ_Reset	EQ_Reset	Rounds	Qsize	Isize	Success
server_098za	N/A	0	0	331	191	5	9	7	OK
server_098za	N/A	0	0	264	34	4	9	7	OK
server_101k	N/A	0	0	237	12	4	8	7	OK
server_101k	N/A	0	0	299	936	5	8	7	OK
server_102	N/A	0	0	261	297	5	7	7	OK
server_102	N/A	0	0	265	1560	5	7	7	OK
server_110pre1	N/A	0	0	153	1703	4	6	7	NOK
server_110pre1	N/A	0	0	93	1702	3	6	7	NOK
server_097c	N/A	0	0	262	1704	5	14	7	NOK
server_097c	N/A	0	0	567	1706	7	14	7	NOK
server_097e	N/A	0	0	210	1703	4	14	7	NOK
server_097e	N/A	0	0	359	1705	6	14	7	NOK
server_098l	N/A	0	0	209	1703	4	11	7	NOK
server_098l	N/A	0	0	566	1544	7	11	7	OK
server_098m	N/A	0	0	468	1706	7	10	7	NOK
server_098m	N/A	0	0	370	232	5	10	7	OK
server_100	N/A	0	0	515	682	7	10	7	OK
server_100	N/A	0	0	331	1704	5	10	7	NOK
server_098s	N/A	0	0	442	784	6	10	7	OK
server_098s	N/A	0	0	261	1704	5	10	7	NOK
server_098u	N/A	0	0	349	276	4	12	7	OK
server_098u	N/A	0	0	438	185	5	12	7	OK
server_101	N/A	0	0	508	37	5	14	7	OK
server_101	N/A	0	0	611	280	6	14	7	OK
server_098za	N/A	0	0	400	554	6	9	7	OK
server_098za	N/A	0	0	335	507	5	9	7	OK
server_101k	N/A	0	0	238	4	4	8	7	OK
server_101k	N/A	0	0	296	142	5	8	7	OK
server_102	N/A	0	0	263	446	5	7	7	OK
server_102	N/A	0	0	261	74	5	7	7	OK
server_110pre1	N/A	0	0	92	1702	3	6	7	NOK
server_110pre1	N/A	0	0	182	164	4	6	7	OK
server_097c	N/A	0	0	486	1705	6	14	7	NOK
server_097c	N/A	0	0	442	1705	6	14	7	NOK
server_097e	N/A	0	0	263	1704	5	14	7	NOK
server_097e	N/A	0	0	366	1704	5	14	7	NOK
server_098l	N/A	0	0	293	1703	4	11	7	NOK
server_098l	N/A	0	0	484	1473	6	11	7	OK
server_098m	N/A	0	0	442	132	6	10	7	OK
server_098m	N/A	0	0	442	235	6	10	7	OK
server_100	N/A	0	0	369	120	5	10	7	OK
server_100	N/A	0	0	317	1705	6	10	7	NOK
server_098s	N/A	0	0	198	1702	3	10	7	NOK
server_098s	N/A	0	0	332	1704	5	10	7	NOK
server_098u	N/A	0	0	526	235	6	12	7	OK
server_098u	N/A	0	0	438	285	5	12	7	OK
server_101	N/A	0	0	714	236	7	14	7	OK
server_101	N/A	0	0	608	209	6	14	7	OK
server_098za	N/A	0	0	331	36	5	9	7	OK
server_098za	N/A	0	0	264	7	4	9	7	OK
server_101k	N/A	0	0	356	378	6	8	7	OK
server_101k	N/A	0	0	297	897	5	8	7	OK
server_102	N/A	0	0	263	82	5	7	7	OK
server_102	N/A	0	0	264	1076	5	7	7	OK
server_110pre1	N/A	0	0	181	590	4	6	7	OK
server_110pre1	N/A	0	0	228	1122	5	6	7	OK
server_097c	N/A	0	0	441	1705	6	14	7	NOK
server_097c	N/A	0	0	299	1703	5	14	7	NOK
server_097e	N/A	0	0	446	1705	6	14	7	NOK
server_097e	N/A	0	0	369	1704	5	14	7	NOK
server_098l	N/A	0	0	442	1705	6	11	7	NOK
server_098l	N/A	0	0	402	1533	5	11	7	OK
server_098m	N/A	0	0	444	1647	6	10	7	OK
server_098m	N/A	0	0	444	699	6	10	7	OK
server_100	N/A	0	0	442	1084	6	10	7	OK
server_100	N/A	0	0	441	68	6	10	7	OK
server_098s	N/A	0	0	209	1703	4	10	7	NOK
server_098s	N/A	0	0	369	112	5	10	7	OK
server_098u	N/A	0	0	526	819	6	12	7	OK
server_098u	N/A	0	0	524	186	6	12	7	OK
server_101	N/A	0	0	711	281	7	14	7	OK
server_101	N/A	0	0	609	60	6	14	7	OK
server_098za	N/A	0	0	333	118	5	9	7	OK
server_098za	N/A	0	0	331	185	5	9	7	OK
server_101k	N/A	0	0	300	118	5	8	7	OK
server_101k	N/A	0	0	237	692	4	8	7	OK
server_102	N/A	0	0	135	1702	3	7	7	NOK
server_102	N/A	0	0	262	72	5	7	7	OK
server_110pre1	N/A	0	0	194	1704	5	6	7	NOK
server_110pre1	N/A	0	0	180	15	4	6	7	OK
server_097c	N/A	0	0	370	1706	7	14	7	NOK
server_097c	N/A	0	0	443	1705	6	14	7	NOK
server_097e	N/A	0	0	370	1703	5	14	7	NOK
server_097e	N/A	0	0	441	1705	6	14	7	NOK
server_098l	N/A	0	0	402	309	5	11	7	OK
server_098l	N/A	0	0	366	1704	5	11	7	NOK
server_098m	N/A	0	0	444	85	6	10	7	OK
server_098m	N/A	0	0	262	1704	5	10	7	NOK
server_100	N/A	0	0	444	252	6	10	7	OK
server_100	N/A	0	0	366	268	5	10	7	OK
server_098s	N/A	0	0	370	258	5	10	7	OK
server_098s	N/A	0	0	440	1432	6	10	7	OK
server_098u	N/A	0	0	265	1703	4	12	7	NOK
server_098u	N/A	0	0	437	59	5	12	7	OK
server_101	N/A	0	0	507	44	5	14	7	OK
server_101	N/A	0	0	712	507	7	14	7	OK
server_098za	N/A	0	0	332	90	5	9	7	OK
server_098za	N/A	0	0	266	227	4	9	7	OK
server_101k	N/A	0	0	360	385	6	8	7	OK
server_101k	N/A	0	0	236	21	4	8	7	OK
server_102	N/A	0	0	262	596	5	7	7	OK
server_102	N/A	0	0	262	72	5	7	7	OK
server_110pre1	N/A	0	0	181	398	4	6	7	OK
server_110pre1	N/A	0	0	191	1704	5	6	7	NOK
server_097c	N/A	0	0	445	1705	6	14	7	NOK
server_097c	N/A	0	0	519	1706	7	14	7	NOK
server_097e	N/A	0	0	444	1705	6	14	7	NOK
server_097e	N/A	0	0	159	1702	3	14	7	NOK
server_098l	N/A	0	0	261	1704	5	11	7	NOK
server_098l	N/A	0	0	369	1704	5	11	7	NOK
server_098m	N/A	0	0	361	1705	6	10	7	NOK
server_098m	N/A	0	0	367	44	5	10	7	OK
server_100	N/A	0	0	442	615	6	10	7	OK
server_100	N/A	0	0	368	488	5	10	7	OK
server_098s	N/A	0	0	366	611	5	10	7	OK
server_098s	N/A	0	0	368	69	5	10	7	OK
server_098u	N/A	0	0	704	132	8	12	7	OK
server_098u	N/A	0	0	348	31	4	12	7	OK
server_101	N/A	0	0	506	179	5	14	7	OK
server_101	N/A	0	0	482	1705	6	14	7	NOK
server_098za	N/A	0	0	264	4	4	9	7	OK
server_098za	N/A	0	0	400	344	6	9	7	OK
server_101k	N/A	0	0	361	673	6	8	7	OK
server_101k	N/A	0	0	297	426	5	8	7	OK
server_102	N/A	0	0	261	1192	5	7	7	OK
server_102	N/A	0	0	182	1703	4	7	7	NOK
server_110pre1	N/A	0	0	229	1090	5	6	7	OK
server_110pre1	N/A	0	0	230	121	5	6	7	OK
server_097c	N/A	0	0	442	1705	6	14	7	NOK
server_097c	N/A	0	0	565	1706	7	14	7	NOK
server_097e	N/A	0	0	366	1704	5	14	7	NOK
server_097e	N/A	0	0	367	1704	5	14	7	NOK
server_098l	N/A	0	0	404	410	5	11	7	OK
server_098l	N/A	0	0	211	1703	4	11	7	NOK
server_098m	N/A	0	0	212	1703	4	10	7	NOK
server_098m	N/A	0	0	516	1096	7	10	7	OK
server_100	N/A	0	0	440	311	6	10	7	OK
server_100	N/A	0	0	263	1704	5	10	7	NOK
server_098s	N/A	0	0	440	582	6	10	7	OK
server_098s	N/A	0	0	367	773	5	10	7	OK
server_098u	N/A	0	0	526	420	6	12	7	OK
server_098u	N/A	0	0	613	107	7	12	7	OK
server_101	N/A	0	0	609	1288	6	14	7	OK
server_101	N/A	0	0	442	1705	6	14	7	NOK
server_098za	N/A	0	0	265	6	4	9	7	OK
server_098za	N/A	0	0	333	110	5	9	7	OK
server_101k	N/A	0	0	298	533	5	8	7	OK
server_101k	N/A	0	0	297	135	5	8	7	OK
server_102	N/A	0	0	261	327	5	7	7	OK
server_102	N/A	0	0	226	1703	5	7	7	NOK
server_110pre1	N/A	0	0	152	1703	4	6	7	NOK
server_110pre1	N/A	0	0	226	701	5	6	7	OK
server_097c	N/A	0	0	332	1704	5	14	7	NOK
server_097c	N/A	0	0	263	1704	5	14	7	NOK
server_097e	N/A	0	0	516	1706	7	14	7	NOK
server_097e	N/A	0	0	516	1706	7	14	7	NOK
server_098l	N/A	0	0	209	1703	4	11	7	NOK
server_098l	N/A	0	0	262	1704	5	11	7	NOK
server_098m	N/A	0	0	358	1705	6	10	7	NOK
server_098m	N/A	0	0	369	135	5	10	7	OK
server_100	N/A	0	0	441	289	6	10	7	OK
server_100	N/A	0	0	262	1704	5	10	7	NOK
server_098s	N/A	0	0	300	1704	5	10	7	NOK
server_098s	N/A	0	0	264	1703	4	10	7	NOK
server_098u	N/A	0	0	265	1703	4	12	7	NOK
server_098u	N/A	0	0	438	71	5	12	7	OK
server_101	N/A	0	0	402	1704	5	14	7	NOK
server_101	N/A	0	0	402	1704	5	14	7	NOK
server_098za	N/A	0	0	399	898	6	9	7	OK
server_098za	N/A	0	0	265	14	4	9	7	OK
server_101k	N/A	0	0	238	58	4	8	7	OK
server_101k	N/A	0	0	296	992	5	8	7	OK
server_102	N/A	0	0	261	29	5	7	7	OK
server_102	N/A	0	0	262	247	5	7	7	OK
server_110pre1	N/A	0	0	229	464	5	6	7	OK
server_110pre1	N/A	0	0	181	79	4	6	7	OK
server_097c	N/A	0	0	367	1704	5	14	7	NOK
server_097c	N/A	0	0	360	1705	6	14	7	NOK
server_097e	N/A	0	0	443	1705	6	14	7	NOK
server_097e	N/A	0	0	369	1704	5	14	7	NOK
server_098l	N/A	0	0	482	526	6	11	7	OK
server_098l	N/A	0	0	367	1703	5	11	7	NOK
server_098m	N/A	0	0	441	219	6	10	7	OK
server_098m	N/A	0	0	441	486	6	10	7	OK
server_100	N/A	0	0	369	17	5	10	7	OK
server_100	N/A	0	0	366	61	5	10	7	OK
server_098s	N/A	0	0	262	1704	5	10	7	NOK
server_098s	N/A	0	0	262	1704	5	10	7	NOK
server_098u	N/A	0	0	526	1160	6	12	7	OK
server_098u	N/A	0	0	527	797	6	12	7	OK
server_101	N/A	0	0	509	500	5	14	7	OK
server_101	N/A	0	0	712	1687	7	14	7	OK
server_098za	N/A	0	0	403	1534	6	9	7	OK
server_098za	N/A	0	0	265	33	4	9	7	OK
server_101k	N/A	0	0	297	247	5	8	7	OK
server_101k	N/A	0	0	299	421	5	8	7	OK
server_102	N/A	0	0	263	651	5	7	7	OK
server_102	N/A	0	0	265	434	5	7	7	OK
server_110pre1	N/A	0	0	154	1703	4	6	7	NOK
server_110pre1	N/A	0	0	183	253	4	6	7	OK
server_097c	N/A	0	0	359	1705	6	14	7	NOK
server_097c	N/A	0	0	405	1704	5	14	7	NOK
server_097e	N/A	0	0	441	1705	6	14	7	NOK
server_097e	N/A	0	0	359	1705	6	14	7	NOK
server_098l	N/A	0	0	403	702	5	11	7	OK
server_098l	N/A	0	0	292	1703	4	11	7	NOK
server_098m	N/A	0	0	367	87	5	10	7	OK
server_098m	N/A	0	0	367	1593	5	10	7	OK
server_100	N/A	0	0	442	298	6	10	7	OK
server_100	N/A	0	0	514	612	7	10	7	OK
server_098s	N/A	0	0	442	424	6	10	7	OK
server_098s	N/A	0	0	297	1704	5	10	7	NOK
server_098u	N/A	0	0	524	1648	6	12	7	OK
server_098u	N/A	0	0	525	1568	6	12	7	OK
server_101	N/A	0	0	610	542	6	14	7	OK
server_101	N/A	0	0	506	259	5	14	7	OK
server_098za	N/A	0	0	331	188	5	9	7	OK
server_098za	N/A	0	0	333	95	5	9	7	OK
server_101k	N/A	0	0	239	8	4	8	7	OK
server_101k	N/A	0	0	297	525	5	8	7	OK
server_102	N/A	0	0	181	1703	4	7	7	NOK
server_102	N/A	0	0	261	365	5	7	7	OK
server_110pre1	N/A	0	0	180	127	4	6	7	OK
server_110pre1	N/A	0	0	227	898	5	6	7	OK
server_097c	N/A	0	0	208	1703	4	14	7	NOK
server_097c	N/A	0	0	314	1705	6	14	7	NOK
server_097e	N/A	0	0	590	1707	8	14	7	NOK
server_097e	N/A	0	0	366	1704	5	14	7	NOK
server_098l	N/A	0	0	402	25	5	11	7	OK
server_098l	N/A	0	0	402	820	5	11	7	OK
server_098m	N/A	0	0	318	1705	6	10	7	NOK
server_098m	N/A	0	0	297	1704	5	10	7	NOK
server_100	N/A	0	0	264	1704	5	10	7	NOK
server_100	N/A	0	0	443	1698	6	10	7	OK
server_098s	N/A	0	0	266	1703	4	10	7	NOK
server_098s	N/A	0	0	369	278	5	10	7	OK
server_098u	N/A	0	0	482	1705	6	12	7	NOK
server_098u	N/A	0	0	528	110	6	12	7	OK
server_101	N/A	0	0	609	642	6	14	7	OK
server_101	N/A	0	0	713	1066	7	14	7	OK
server_098za	N/A	0	0	331	1346	5	9	7	OK
server_098za	N/A	0	0	265	13	4	9	7	OK
server_101k	N/A	0	0	296	83	5	8	7	OK
server_101k	N/A	0	0	236	6	4	8	7	OK
server_102	N/A	0	0	262	178	5	7	7	OK
server_102	N/A	0	0	262	171	5	7	7	OK
server_110pre1	N/A	0	0	154	1703	4	6	7	NOK
server_110pre1	N/A	0	0	180	159	4	6	7	OK
server_097c	N/A	0	0	299	1704	5	14	7	NOK
server_097c	N/A	0	0	441	1705	6	14	7	NOK
server_097e	N/A	0	0	566	1706	7	14	7	NOK
server_097e	N/A	0	0	359	1705	6	14	7	NOK
server_098l	N/A	0	0	565	1149	7	11	7	OK
server_098l	N/A	0	0	293	1703	4	11	7	NOK
server_098m	N/A	0	0	370	151	5	10	7	OK
server_098m	N/A	0	0	368	97	5	10	7	OK
server_100	N/A	0	0	367	702	5	10	7	OK
server_100	N/A	0	0	356	1705	6	10	7	NOK
server_098s	N/A	0	0	358	1705	6	10	7	NOK
server_098s	N/A	0	0	357	1705	6	10	7	NOK
server_098u	N/A	0	0	615	379	7	12	7	OK
server_098u	N/A	0	0	438	1683	5	12	7	OK
server_101	N/A	0	0	508	105	5	14	7	OK
server_101	N/A	0	0	609	511	6	14	7	OK
server_098za	N/A	0	0	331	218	5	9	7	OK
server_098za	N/A	0	0	180	1703	4	9	7	NOK
server_101k	N/A	0	0	296	159	5	8	7	OK
server_101k	N/A	0	0	297	21	5	8	7	OK
server_102	N/A	0	0	262	1667	5	7	7	OK
server_102	N/A	0	0	317	145	6	7	7	OK
server_110pre1	N/A	0	0	181	159	4	6	7	OK
server_110pre1	N/A	0	0	181	13	4	6	7	OK
server_097c	N/A	0	0	443	1705	6	14	7	NOK
server_097c	N/A	0	0	485	1705	6	14	7	NOK
server_097e	N/A	0	0	299	1704	5	14	7	NOK
server_097e	N/A	0	0	296	1703	4	14	7	NOK
server_098l	N/A	0	0	402	1121	5	11	7	OK
server_098l	N/A	0	0	484	1075	6	11	7	OK
server_098m	N/A	0	0	440	156	6	10	7	OK
server_098m	N/A	0	0	443	72	6	10	7	OK
server_100	N/A	0	0	297	1704	5	10	7	NOK
server_100	N/A	0	0	333	1704	5	10	7	NOK
server_098s	N/A	0	0	442	251	6	10	7	OK
server_098s	N/A	0	0	208	1703	4	10	7	NOK
server_098u	N/A	0	0	526	131	6	12	7	OK
server_098u	N/A	0	0	439	336	5	12	7	OK
server_101	N/A	0	0	506	526	5	14	7	OK
server_101	N/A	0	0	507	200	5	14	7	OK
server_098za	N/A	0	0	332	114	5	9	7	OK
server_098za	N/A	0	0	264	87	4	9	7	OK
server_101k	N/A	0	0	296	1304	5	8	7	OK
server_101k	N/A	0	0	238	20	4	8	7	OK
server_102	N/A	0	0	152	1703	4	7	7	NOK
server_102	N/A	0	0	152	1703	4	7	7	NOK
server_110pre1	N/A	0	0	227	282	5	6	7	OK
server_110pre1	N/A	0	0	181	454	4	6	7	OK
server_097c	N/A	0	0	368	1704	5	14	7	NOK
server_097c	N/A	0	0	441	1705	6	14	7	NOK
server_097e	N/A	0	0	443	1705	6	14	7	NOK
server_097e	N/A	0	0	357	1705	6	14	7	NOK
server_098l	N/A	0	0	403	1066	5	11	7	OK
server_098l	N/A	0	0	322	71	4	11	7	OK
server_098m	N/A	0	0	440	579	6	10	7	OK
server_098m	N/A	0	0	443	279	6	10	7	OK
server_100	N/A	0	0	367	110	5	10	7	OK
server_100	N/A	0	0	299	1704	5	10	7	NOK
server_098s	N/A	0	0	293	35	4	10	7	OK
server_098s	N/A	0	0	367	628	5	10	7	OK
server_098u	N/A	0	0	527	774	6	12	7	OK
server_098u	N/A	0	0	399	1705	6	12	7	NOK
server_101	N/A	0	0	404	1704	5	14	7	NOK
server_101	N/A	0	0	401	1704	5	14	7	NOK
server_098za	N/A	0	0	264	168	4	9	7	OK
server_098za	N/A	0	0	265	133	4	9	7	OK
server_101k	N/A	0	0	356	537	6	8	7	OK
server_101k	N/A	0	0	237	101	4	8	7	OK
server_102	N/A	0	0	154	1703	4	7	7	NOK
server_102	N/A	0	0	262	311	5	7	7	OK
server_110pre1	N/A	0	0	152	1703	4	6	7	NOK
server_110pre1	N/A	0	0	181	125	4	6	7	OK
server_097c	N/A	0	0	442	1705	6	14	7	NOK
server_097c	N/A	0	0	441	1705	6	14	7	NOK
server_097e	N/A	0	0	367	1704	5	14	7	NOK
server_097e	N/A	0	0	297	1704	5	14	7	NOK
server_098l	N/A	0	0	262	1704	5	11	7	NOK
server_098l	N/A	0	0	482	687	6	11	7	OK
server_098m	N/A	0	0	441	752	6	10	7	OK
server_098m	N/A	0	0	261	1704	5	10	7	NOK
server_100	N/A	0	0	367	118	5	10	7	OK
server_100	N/A	0	0	335	1704	5	10	7	NOK
server_098s	N/A	0	0	209	1703	4	10	7	NOK
server_098s	N/A	0	0	264	1703	4	10	7	NOK
server_098u	N/A	0	0	525	476	6	12	7	OK
server_098u	N/A	0	0	437	41	5	12	7	OK
server_101	N/A	0	0	506	109	5	14	7	OK
server_101	N/A	0	0	483	1705	6	14	7	NOK
server_098za	N/A	0	0	399	481	6	9	7	OK
server_098za	N/A	0	0	265	466	4	9	7	OK
server_101k	N/A	0	0	297	67	5	8	7	OK
server_101k	N/A	0	0	237	14	4	8	7	OK
server_102	N/A	0	0	264	1150	5	7	7	OK
server_102	N/A	0	0	265	282	5	7	7	OK
server_110pre1	N/A	0	0	227	675	5	6	7	OK
server_110pre1	N/A	0	0	193	1704	5	6	7	NOK
server_097c	N/A	0	0	368	1704	5	14	7	NOK
server_097c	N/A	0	0	441	1705	6	14	7	NOK
server_097e	N/A	0	0	368	1704	5	14	7	NOK
server_097e	N/A	0	0	442	1705	6	14	7	NOK
server_098l	N/A	0	0	262	1704	5	11	7	NOK
server_098l	N/A	0	0	401	204	5	11	7	OK
server_098m	N/A	0	0	368	916	5	10	7	OK
server_098m	N/A	0	0	371	210	5	10	7	OK
server_100	N/A	0	0	370	409	5	10	7	OK
server_100	N/A	0	0	238	1703	4	10	7	NOK
server_098s	N/A	0	0	332	1704	5	10	7	NOK
server_098s	N/A	0	0	442	1583	6	10	7	OK
server_098u	N/A	0	0	266	1703	4	12	7	NOK
server_098u	N/A	0	0	437	542	5	12	7	OK
server_101	N/A	0	0	712	1162	7	14	7	OK
server_101	N/A	0	0	509	211	5	14	7	OK
server_098za	N/A	0	0	333	1047	5	9	7	OK
server_098za	N/A	0	0	266	54	4	9	7	OK
server_101k	N/A	0	0	297	100	5	8	7	OK
server_101k	N/A	0	0	236	42	4	8	7	OK
server_102	N/A	0	0	154	1703	4	7	7	NOK
server_102	N/A	0	0	154	1703	4	7	7	NOK
server_110pre1	N/A	0	0	92	1702	3	6	7	NOK
server_110pre1	N/A	0	0	181	126	4	6	7	OK
server_097c	N/A	0	0	442	1705	6	14	7	NOK
server_097c	N/A	0	0	367	1704	5	14	7	NOK
server_097e	N/A	0	0	366	1704	5	14	7	NOK
server_097e	N/A	0	0	518	1706	7	14	7	NOK
server_098l	N/A	0	0	292	1703	4	11	7	NOK
server_098l	N/A	0	0	367	1704	5	11	7	NOK
server_098m	N/A	0	0	516	723	7	10	7	OK
server_098m	N/A	0	0	441	416	6	10	7	OK
server_100	N/A	0	0	298	1704	5	10	7	NOK
server_100	N/A	0	0	294	374	4	10	7	OK
server_098s	N/A	0	0	442	276	6	10	7	OK
server_098s	N/A	0	0	263	1704	5	10	7	NOK
server_098u	N/A	0	0	437	106	5	12	7	OK
server_098u	N/A	0	0	612	929	7	12	7	OK
server_101	N/A	0	0	610	603	6	14	7	OK
server_101	N/A	0	0	610	776	6	14	7	OK
server_098za	N/A	0	0	332	87	5	9	7	OK
server_098za	N/A	0	0	334	211	5	9	7	OK
server_101k	N/A	0	0	298	328	5	8	7	OK
server_101k	N/A	0	0	298	462	5	8	7	OK
server_102	N/A	0	0	316	111	6	7	7	OK
server_102	N/A	0	0	261	324	5	7	7	OK
server_110pre1	N/A	0	0	180	672	4	6	7	OK
server_110pre1	N/A	0	0	182	322	4	6	7	OK
server_097c	N/A	0	0	519	1706	7	14	7	NOK
server_097c	N/A	0	0	299	1704	5	14	7	NOK
server_097e	N/A	0	0	401	1705	6	14	7	NOK
server_097e	N/A	0	0	367	1704	5	14	7	NOK
server_098l	N/A	0	0	403	169	5	11	7	OK
server_098l	N/A	0	0	402	355	5	11	7	OK
server_098m	N/A	0	0	399	1705	6	10	7	NOK
server_098m	N/A	0	0	368	295	5	10	7	OK
server_100	N/A	0	0	442	352	6	10	7	OK
server_100	N/A	0	0	292	538	4	10	7	OK
server_098s	N/A	0	0	211	1703	4	10	7	NOK
server_098s	N/A	0	0	292	41	4	10	7	OK
server_098u	N/A	0	0	439	126	5	12	7	OK
server_098u	N/A	0	0	525	819	6	12	7	OK
server_101	N/A	0	0	403	1704	5	14	7	NOK
server_101	N/A	0	0	609	274	6	14	7	OK
server_098za	N/A	0	0	336	965	5	9	7	OK
server_098za	N/A	0	0	333	501	5	9	7	OK
server_101k	N/A	0	0	298	207	5	8	7	OK
server_101k	N/A	0	0	297	852	5	8	7	OK
server_102	N/A	0	0	261	617	5	7	7	OK
server_102	N/A	0	0	263	1349	5	7	7	OK
server_110pre1	N/A	0	0	153	1703	4	6	7	NOK
server_110pre1	N/A	0	0	181	76	4	6	7	OK
server_097c	N/A	0	0	443	1705	6	14	7	NOK
server_097c	N/A	0	0	296	1704	5	14	7	NOK
server_097e	N/A	0	0	370	1704	5	14	7	NOK
server_097e	N/A	0	0	297	1704	5	14	7	NOK
server_098l	N/A	0	0	403	600	5	11	7	OK
server_098l	N/A	0	0	405	1664	5	11	7	OK
server_098m	N/A	0	0	367	89	5	10	7	OK
server_098m	N/A	0	0	332	1704	5	10	7	NOK
server_100	N/A	0	0	442	1561	6	10	7	OK
server_100	N/A	0	0	442	1096	6	10	7	OK
server_098s	N/A	0	0	367	534	5	10	7	OK
server_098s	N/A	0	0	441	451	6	10	7	OK
server_098u	N/A	0	0	437	402	5	12	7	OK
server_098u	N/A	0	0	613	539	7	12	7	OK
server_101	N/A	0	0	509	949	5	14	7	OK
server_101	N/A	0	0	608	1659	6	14	7	OK
server_098za	N/A	0	0	267	109	4	9	7	OK
server_098za	N/A	0	0	333	1258	5	9	7	OK
server_101k	N/A	0	0	299	96	5	8	7	OK
server_101k	N/A	0	0	297	1032	5	8	7	OK
server_102	N/A	0	0	261	383	5	7	7	OK
server_102	N/A	0	0	261	104	5	7	7	OK
server_110pre1	N/A	0	0	182	582	4	6	7	OK
server_110pre1	N/A	0	0	180	36	4	6	7	OK
server_097c	N/A	0	0	441	1705	6	14	7	NOK
server_097c	N/A	0	0	441	1705	6	14	7	NOK
server_097e	N/A	0	0	237	1703	4	14	7	NOK
server_097e	N/A	0	0	367	1704	5	14	7	NOK
server_098l	N/A	0	0	404	876	5	11	7	OK
server_098l	N/A	0	0	483	1053	6	11	7	OK
server_098m	N/A	0	0	446	506	6	10	7	OK
server_098m	N/A	0	0	440	1162	6	10	7	OK
server_100	N/A	0	0	443	514	6	10	7	OK
server_100	N/A	0	0	442	585	6	10	7	OK
server_098s	N/A	0	0	368	97	5	10	7	OK
server_098s	N/A	0	0	366	38	5	10	7	OK
server_098u	N/A	0	0	403	1704	5	12	7	NOK
server_098u	N/A	0	0	526	587	6	12	7	OK
server_101	N/A	0	0	713	459	7	14	7	OK
server_101	N/A	0	0	609	155	6	14	7	OK
server_098za	N/A	0	0	265	30	4	9	7	OK
server_098za	N/A	0	0	265	137	4	9	7	OK
server_101k	N/A	0	0	358	478	6	8	7	OK
server_101k	N/A	0	0	297	75	5	8	7	OK
server_102	N/A	0	0	261	122	5	7	7	OK
server_102	N/A	0	0	314	1239	6	7	7	OK
server_110pre1	N/A	0	0	227	589	5	6	7	OK
server_110pre1	N/A	0	0	227	1464	5	6	7	OK
server_097c	N/A	0	0	447	1705	6	14	7	NOK
server_097c	N/A	0	0	299	1704	5	14	7	NOK
server_097e	N/A	0	0	357	1705	6	14	7	NOK
server_097e	N/A	0	0	516	1706	7	14	7	NOK
server_098l	N/A	0	0	405	559	5	11	7	OK
server_098l	N/A	0	0	484	306	6	11	7	OK
server_098m	N/A	0	0	519	898	7	10	7	OK
server_098m	N/A	0	0	357	1705	6	10	7	NOK
server_100	N/A	0	0	298	1704	5	10	7	NOK
server_100	N/A	0	0	367	285	5	10	7	OK
server_098s	N/A	0	0	368	816	5	10	7	OK
server_098s	N/A	0	0	334	1704	5	10	7	NOK
server_098u	N/A	0	0	529	213	6	12	7	OK
server_098u	N/A	0	0	614	1196	7	12	7	OK
server_101	N/A	0	0	509	250	5	14	7	OK
server_101	N/A	0	0	401	1704	5	14	7	NOK
server_098za	N/A	0	0	333	397	5	9	7	OK
server_098za	N/A	0	0	331	246	5	9	7	OK
server_101k	N/A	0	0	236	48	4	8	7	OK
server_101k	N/A	0	0	299	268	5	8	7	OK
server_102	N/A	0	0	262	736	5	7	7	OK
server_102	N/A	0	0	263	1203	5	7	7	OK
server_110pre1	N/A	0	0	228	1434	5	6	7	OK
server_110pre1	N/A	0	0	181	436	4	6	7	OK
server_097c	N/A	0	0	360	1705	6	14	7	NOK
server_097c	N/A	0	0	442	1705	6	14	7	NOK
server_097e	N/A	0	0	367	1704	5	14	7	NOK
server_097e	N/A	0	0	299	1704	5	14	7	NOK
server_098l	N/A	0	0	401	415	5	11	7	OK
server_098l	N/A	0	0	401	198	5	11	7	OK
server_098m	N/A	0	0	296	1704	5	10	7	NOK
server_098m	N/A	0	0	367	86	5	10	7	OK
server_100	N/A	0	0	366	93	5	10	7	OK
server_100	N/A	0	0	368	82	5	10	7	OK
server_098s	N/A	0	0	366	953	5	10	7	OK
server_098s	N/A	0	0	261	1704	5	10	7	NOK
server_098u	N/A	0	0	334	1704	5	12	7	NOK
server_098u	N/A	0	0	265	1703	4	12	7	NOK
server_101	N/A	0	0	508	779	5	14	7	OK
server_101	N/A	0	0	507	110	5	14	7	OK
server_098za	N/A	0	0	399	357	6	9	7	OK
server_098za	N/A	0	0	264	28	4	9	7	OK
server_101k	N/A	0	0	297	280	5	8	7	OK
server_101k	N/A	0	0	298	215	5	8	7	OK
server_102	N/A	0	0	319	631	6	7	7	OK
server_102	N/A	0	0	262	116	5	7	7	OK
server_110pre1	N/A	0	0	124	1703	4	6	7	NOK
server_110pre1	N/A	0	0	152	1703	4	6	7	NOK
server_097c	N/A	0	0	441	1705	6	14	7	NOK
server_097c	N/A	0	0	370	1704	5	14	7	NOK
server_097e	N/A	0	0	515	1706	7	14	7	NOK
server_097e	N/A	0	0	299	1704	5	14	7	NOK
server_098l	N/A	0	0	293	1703	4	11	7	NOK
server_098l	N/A	0	0	261	1704	5	11	7	NOK
server_098m	N/A	0	0	262	1704	5	10	7	NOK
server_098m	N/A	0	0	334	1704	5	10	7	NOK
