"SUL"	"Reuse"	"Method"	"EqO"	"MQs"	"EQs"	"PrefIni"	"SuffIni"	"PrefEnd"	"SuffEnd"
"srv_102"	"srv_098s"	"WpMethodHypEQOracle"	"DL*M"	497	0	10	7	7	4
"srv_102"	"srv_098s"	"WpMethodHypEQOracle"	"DL*M+"	497	0	10	7	7	4
"srv_102"	"srv_098u"	"WpMethodHypEQOracle"	"DL*M"	719	494	12	7	4	2
"srv_102"	"srv_098u"	"WpMethodHypEQOracle"	"DL*M+"	742	0	12	7	7	4
"srv_102"	"srv_098za"	"WpMethodHypEQOracle"	"DL*M"	574	494	9	7	4	2
"srv_102"	"srv_098za"	"WpMethodHypEQOracle"	"DL*M+"	595	0	9	7	7	4
"srv_102"	"srv_100"	"WpMethodHypEQOracle"	"DL*M"	497	0	10	7	7	4
"srv_102"	"srv_100"	"WpMethodHypEQOracle"	"DL*M+"	497	0	10	7	7	4
"srv_102"	"srv_101"	"WpMethodHypEQOracle"	"DL*M"	817	494	14	7	4	2
"srv_102"	"srv_101"	"WpMethodHypEQOracle"	"DL*M+"	840	0	14	7	7	4
"srv_102"	"srv_101k"	"WpMethodHypEQOracle"	"DL*M"	525	494	8	7	4	2
"srv_102"	"srv_101k"	"WpMethodHypEQOracle"	"DL*M+"	546	0	8	7	7	4
"srv_102"	"srv_110pre1"	"WpMethodHypEQOracle"	"DL*M"	329	50	6	7	6	3
"srv_102"	"srv_110pre1"	"WpMethodHypEQOracle"	"DL*M+"	350	0	6	7	7	4
"srv_110pre1"	"srv_097c"	"WpMethodHypEQOracle"	"DL*M"	778	0	14	8	6	3
"srv_110pre1"	"srv_097c"	"WpMethodHypEQOracle"	"DL*M+"	778	0	14	8	6	3
"srv_110pre1"	"srv_097"	"WpMethodHypEQOracle"	"DL*M"	943	0	17	8	6	3
"srv_110pre1"	"srv_097"	"WpMethodHypEQOracle"	"DL*M+"	943	0	17	8	6	3
"srv_110pre1"	"srv_097e"	"WpMethodHypEQOracle"	"DL*M"	778	0	14	8	6	3
"srv_110pre1"	"srv_097e"	"WpMethodHypEQOracle"	"DL*M+"	778	0	14	8	6	3
"srv_110pre1"	"srv_098l"	"WpMethodHypEQOracle"	"DL*M"	546	0	11	7	6	3
"srv_110pre1"	"srv_098l"	"WpMethodHypEQOracle"	"DL*M+"	546	0	11	7	6	3
"srv_110pre1"	"srv_098m"	"WpMethodHypEQOracle"	"DL*M"	497	0	10	7	6	3
"srv_110pre1"	"srv_098m"	"WpMethodHypEQOracle"	"DL*M+"	497	0	10	7	6	3
"srv_110pre1"	"srv_098s"	"WpMethodHypEQOracle"	"DL*M"	497	0	10	7	6	3
"srv_110pre1"	"srv_098s"	"WpMethodHypEQOracle"	"DL*M+"	497	0	10	7	6	3
"srv_110pre1"	"srv_098u"	"WpMethodHypEQOracle"	"DL*M"	690	399	12	7	3	1
"srv_110pre1"	"srv_098u"	"WpMethodHypEQOracle"	"DL*M+"	742	0	12	7	6	3
"srv_110pre1"	"srv_098za"	"WpMethodHypEQOracle"	"DL*M"	545	399	9	7	3	1
"srv_110pre1"	"srv_098za"	"WpMethodHypEQOracle"	"DL*M+"	595	0	9	7	6	3
"srv_110pre1"	"srv_100"	"WpMethodHypEQOracle"	"DL*M"	497	0	10	7	6	3
"srv_110pre1"	"srv_100"	"WpMethodHypEQOracle"	"DL*M+"	497	0	10	7	6	3
"srv_110pre1"	"srv_101"	"WpMethodHypEQOracle"	"DL*M"	788	399	14	7	3	1
"srv_110pre1"	"srv_101"	"WpMethodHypEQOracle"	"DL*M+"	840	0	14	7	6	3
"srv_110pre1"	"srv_101k"	"WpMethodHypEQOracle"	"DL*M"	496	399	8	7	3	1
"srv_110pre1"	"srv_101k"	"WpMethodHypEQOracle"	"DL*M+"	546	0	8	7	6	3
"srv_110pre1"	"srv_102"	"WpMethodHypEQOracle"	"DL*M"	350	0	7	7	6	3
"srv_110pre1"	"srv_102"	"WpMethodHypEQOracle"	"DL*M+"	350	0	7	7	6	3
